student_id,weak_kcs,n_weak,weakest_5,related_kcs
user11139,Interval DP;Knapsack;Longest Common Subsequence;Recursion;geometry;matrices;ternary search,7,Longest Common Subsequence;matrices;Knapsack;geometry;Interval DP,1D DP;2D DP;Binary Search on Answer;Modular Arithmetic;data structures
user11149,Backtracking;Binary Search on Answer;Bitmask Enumeration;Knapsack;Monotonic Stack;Queue;Segment Tree;Simulation;binary search;constructive algorithms;divide and conquer;interactive;two pointers,13,interactive;Segment Tree;divide and conquer;Backtracking;binary search,2D DP;Binary Search on Array;Recursion;Stack;data structures;dp;graphs;implementation;math;sortings
user11153,Backtracking;Bitmask DP;Difference Array;Hash Map;Ordered Set;State Simulation;data structures;divide and conquer;dsu;geometry;interactive;two pointers,12,divide and conquer;Hash Map;Backtracking;State Simulation;geometry,1D DP;Queue;Recursion;Simulation;Stack;bitmasks;dp;graphs
user11154,2D DP,1,2D DP;geometry;graph matchings;Bitmask DP;flows,1D DP
user11164,Binary Search on Answer;Graph Representation;Ordered Set;Permutations;String Matching;geometry;hashing,7,Graph Representation;hashing;Ordered Set;Permutations;geometry,Binary Search on Array;Hash Map;data structures;math;strings
user1118,2-sat;Combinations;Divisors;Hash Map;Max Flow;Min Cut;Modular Arithmetic;Multiset;State Simulation;geometry;graph matchings,11,Min Cut;Combinations;State Simulation;Divisors;Modular Arithmetic,GCD;Prime Factorization;Priority Queue;Recursion;Strongly Connected Components;data structures;graphs;math
user11185,2D DP;Combinations;Prefix Sum;State Simulation;chinese remainder theorem;games;geometry,7,chinese remainder theorem;Combinations;2D DP;geometry;State Simulation,1D DP;Modular Arithmetic;Modular Inverse;Recursion;Stack;combinatorics;math
user11188,geometry,1,geometry;Polygon Area;Hash Map;games;Distance Between Points,
user11189,Distance Between Points;geometry;graph matchings,3,graph matchings;geometry;Distance Between Points;Polygon Area;Convex Hull,math
user11192,Distance Between Points;Fenwick Tree;Hash Map;Prime Factorization;Segment Tree;Tree DFS;Tree DP;fft;flows;geometry,10,Tree DP;geometry;Hash Map;Distance Between Points;Prime Factorization,DFS;Prime Sieve;Recursion;data structures;dp;graphs;math;shortest paths;sortings
user11199,graphs;hashing,2,graphs;hashing;Connected Components;Graph Representation;Greedy Sorting,Hash Map;strings
user112,2D DP;hashing,2,hashing;2D DP;string suffix structures;Interval DP;graph matchings,1D DP;Hash Map;strings
user1120,,0,State Simulation;Binary Search on Answer;binary search;graphs;Custom Comparator Sorting,
user11215,Bitmask Enumeration;DFS;Distance Between Points;Fenwick Tree;Hash Map;Max Flow;flows;geometry;graph matchings;probabilities;shortest paths;string suffix structures,12,Fenwick Tree;probabilities;shortest paths;string suffix structures;DFS,Graph Representation;Priority Queue;binary search;combinatorics;data structures;graphs;math;sortings;strings
user11218,,0,Orientation Test;geometry;Modular Combinations;Fast Exponentiation;string suffix structures,
user11225,graphs,1,graphs;geometry;Tree DFS;Hash Map;Segment Tree,
user1124,Binary Search on Answer;Lowest Common Ancestor;State Simulation;flows,4,Lowest Common Ancestor;flows;Binary Search on Answer;State Simulation;graph matchings,Binary Search on Array;Recursion;Tree DFS;graphs;shortest paths
user11249,2-sat;Expected Value;KMP;Longest Common Subsequence;Monotonic Stack;geometry;graph matchings;hashing;probabilities;string suffix structures,10,string suffix structures;KMP;probabilities;graph matchings;2-sat,1D DP;Hash Map;Prefix Function;Stack;String Matching;Strongly Connected Components;binary search;combinatorics;sortings;strings
user11250,Tree DFS;Tree DP;geometry;graph matchings,4,graph matchings;Tree DP;geometry;Tree DFS;Polygon Area,DFS;dp
user11253,2D DP;hashing;string suffix structures,3,string suffix structures;hashing;2D DP;graph matchings;flows,1D DP;Hash Map;binary search;sortings;strings
user11267,Convex Hull;Max Flow;Orientation Test;geometry;graph matchings,5,Orientation Test;geometry;Max Flow;Convex Hull;graph matchings,Distance Between Points;Priority Queue;graphs;sortings
user11268,flows;graph matchings,2,graph matchings;flows;Interval DP;2D DP;dsu,graphs;shortest paths
user1128,2-sat;Binary Lifting;Bitmask DP;Connected Components;Dijkstra;Expected Value;Graph Representation;Line Intersection;Max Flow;String Matching;brute force;dsu;fft;flows;geometry;graph matchings;graphs;hashing;probabilities;trees,20,geometry;Line Intersection;Max Flow;flows;Binary Lifting,1D DP;BFS;DFS;Distance Between Points;Hash Map;Orientation Test;Priority Queue;Queue;Sparse Table;Stack;Strongly Connected Components;Tree DFS;bitmasks;combinatorics;data structures;dp;implementation;math;shortest paths;strings
user11287,Max Flow;Min Cut;Tree DFS;flows;geometry;graph matchings,6,Min Cut;graph matchings;geometry;Max Flow;Tree DFS,DFS;Priority Queue;graphs;shortest paths
user1129,geometry,1,geometry;Polygon Area;Distance Between Points;Bipartite Graph Check;flows,
user11301,,0,flows;2D DP;Segment Tree;Tree DP;graphs,
user11305,Binary Search on Answer;Bipartite Graph Check;Bitmask DP;Distance Between Points;Divisors;Fast Exponentiation;Interval DP;Knapsack;Line Intersection;Monotonic Stack;Ordered Set;Tree DFS;Tree Diameter;bitmasks;data structures;divide and conquer;dp;dsu;geometry;graph matchings;graphs;hashing;interactive;probabilities;string suffix structures;strings;trees,27,string suffix structures;hashing;Fast Exponentiation;Distance Between Points;Interval DP,1D DP;2D DP;BFS;Binary Search on Array;DFS;GCD;Hash Map;Orientation Test;Prime Factorization;Queue;Recursion;Simulation;Stack;binary search;brute force;combinatorics;math;sortings
user11312,Monotonic Stack;Sliding Window;data structures;geometry;matrices,5,Sliding Window;matrices;geometry;Monotonic Stack;data structures,1D DP;Modular Arithmetic;Stack;sortings
user11313,Bitmask Enumeration;Difference Array;Interval DP;Segment Tree;bitmasks;dsu,6,Bitmask Enumeration;bitmasks;Interval DP;Segment Tree;Difference Array,2D DP;Queue;Recursion;Stack;brute force;data structures;math
user11319,Longest Increasing Subsequence;Max Flow;Orientation Test;geometry;graph matchings,5,graph matchings;Orientation Test;Max Flow;geometry;Longest Increasing Subsequence,1D DP;Distance Between Points;Priority Queue;graphs
user11338,Interval DP;flows;geometry;graph matchings,4,graph matchings;geometry;flows;Interval DP;Polygon Area,2D DP;graphs;shortest paths
user1134,State Simulation;Tree DFS;graph matchings,3,Tree DFS;State Simulation;graph matchings;flows;hashing,DFS;Recursion
user1136,Fenwick Tree;dsu,2,Fenwick Tree;dsu;Activity Selection;Interval DP;graphs,Queue;Stack;data structures;sortings
user11371,,0,Stack;Sliding Window;two pointers;interactive;data structures,
user11382,Distance Between Points;geometry;graph matchings,3,geometry;Distance Between Points;graph matchings;Min Cut;2-sat,math
user11397,2-sat;Monotonic Stack;Priority Queue;geometry;graph matchings;shortest paths,6,shortest paths;graph matchings;Monotonic Stack;Priority Queue;2-sat,Queue;Stack;Strongly Connected Components;graphs
user11411,Hash Map;Multiset;geometry;hashing;interactive;string suffix structures;two pointers,7,geometry;two pointers;hashing;Multiset;string suffix structures,Simulation;binary search;data structures;sortings;strings
user11418,Greedy Sorting;Monotonic Queue;Orientation Test;divide and conquer;geometry;graph matchings;shortest paths,7,Orientation Test;geometry;Monotonic Queue;graph matchings;divide and conquer,Deque;Distance Between Points;Queue;dp;graphs;sortings
user11423,flows;geometry;graph matchings;graphs;shortest paths;trees,6,graph matchings;geometry;flows;trees;graphs,data structures
user11427,1D DP;2D DP;Binary Search on Answer;Dijkstra;Fenwick Tree;Knapsack;Prefix Sum;Strongly Connected Components;Tree DFS;binary search;bitmasks;divide and conquer;dp;graphs;greedy;trees;two pointers,17,bitmasks;divide and conquer;1D DP;Tree DFS;2D DP,BFS;Binary Search on Array;DFS;Graph Representation;Priority Queue;Recursion;Stack;brute force;data structures;math;sortings
user11446,binary search;data structures;sortings;two pointers,4,data structures;sortings;binary search;two pointers;graphs,
user1145,2D DP;Fenwick Tree;Monotonic Stack;data structures;dsu,5,Fenwick Tree;Monotonic Stack;dsu;data structures;2D DP,1D DP;Queue;Stack;sortings
user11469,DP on DAG;Max Flow;Monotonic Stack;Permutations;Topological Sort;Tree DFS;flows;graph matchings;graphs;hashing;string suffix structures;strings;two pointers,13,Max Flow;graph matchings;string suffix structures;hashing;Permutations,Connected Components;DFS;Hash Map;Priority Queue;Stack;binary search;data structures;dp;math;shortest paths;sortings
user11476,Convex Hull;Distance Between Points;GCD;Graph Representation;Stack;binary search;combinatorics;dsu;geometry;graphs;interactive;shortest paths,12,geometry;Distance Between Points;Convex Hull;GCD;shortest paths,Orientation Test;Queue;Simulation;math;sortings
user11485,Graph Representation;Max Flow;String Matching;flows;geometry;graph matchings;hashing;string suffix structures,8,String Matching;graph matchings;geometry;string suffix structures;Max Flow,Hash Map;Priority Queue;binary search;data structures;graphs;shortest paths;sortings;strings
user11488,2D DP;Convex Hull;Dijkstra;String Matching;binary search;geometry;hashing;string suffix structures;strings;two pointers,10,hashing;string suffix structures;String Matching;strings;binary search,1D DP;Distance Between Points;Graph Representation;Hash Map;Orientation Test;Priority Queue;data structures;sortings
user1149,BFS;Permutations;graph matchings;probabilities;shortest paths,5,graph matchings;BFS;probabilities;shortest paths;Permutations,Graph Representation;combinatorics;graphs;math
user11507,Hash Map;Interval DP;Permutations;Prime Factorization;Prime Sieve;binary search;combinatorics;hashing;interactive;trees,10,Prime Factorization;Hash Map;combinatorics;Prime Sieve;Permutations,2D DP;Simulation;data structures;graphs;math;sortings;strings
user11510,binary search;hashing;strings;two pointers,4,hashing;strings;binary search;two pointers;graph matchings,Hash Map;data structures;sortings
user11523,2-sat;2D DP;flows;geometry;graph matchings,5,graph matchings;2-sat;geometry;flows;2D DP,1D DP;Strongly Connected Components;graphs;shortest paths
user11526,binary search;data structures;two pointers,3,two pointers;data structures;binary search;constructive algorithms;greedy,sortings
user11534,,0,graphs;Binary Search on Array;binary search;shortest paths;combinatorics,
user11536,1D DP;2D DP;Binary Search on Answer;Binary Search on Array;Knapsack;Multiset;Ordered Set;Segment Tree;binary search;data structures;divide and conquer;fft;geometry;graph matchings;interactive;ternary search;two pointers,17,Binary Search on Array;Segment Tree;Ordered Set;two pointers;binary search,Hash Map;Recursion;Simulation;dp;graphs;sortings
user11552,BFS;Binary Search on Answer;Bitmask Enumeration;Monotonic Stack;Ordered Set;Prefix Sum;State Simulation;Topological Sort;Tree DFS;bitmasks;divide and conquer;dp;dsu;flows;geometry;graph matchings;graphs;interactive;shortest paths;ternary search;trees,21,Topological Sort;shortest paths;graphs;geometry;bitmasks,Binary Search on Array;Connected Components;DFS;Graph Representation;Queue;Recursion;Simulation;Stack;brute force;data structures;math
user11574,2D DP;Binary Lifting;bitmasks;graphs;trees,5,trees;2D DP;Binary Lifting;graphs;bitmasks,1D DP;Sparse Table;Tree DFS;brute force;data structures;math
user11589,,0,Knapsack;Binary Search on Answer;graphs;trees;Connected Components,
user11593,Trie,1,Trie;Bitmask DP;2-sat;flows;geometry,String Matching
user11596,Line Intersection;Prime Factorization;Prime Sieve;Priority Queue;Segment Tree;flows;geometry;graph matchings,8,Prime Factorization;graph matchings;Prime Sieve;Priority Queue;geometry,Distance Between Points;Orientation Test;Queue;Recursion;Stack;data structures;graphs;math;shortest paths
user11598,,0,hashing;DFS;Suffix Automaton;2D DP;String Matching,
user11601,2-sat;Distance Between Points;geometry;graph matchings,4,geometry;Distance Between Points;graph matchings;2-sat;Topological Sort,Strongly Connected Components;math
user11628,BFS;Bipartite Graph Check;Combinations;Connected Components;DFS;Distance Between Points;Divisors;Expected Value;Strongly Connected Components;Topological Sort;flows;geometry;graph matchings;graphs;hashing;probabilities;shortest paths;two pointers,18,geometry;graph matchings;Topological Sort;shortest paths;flows,GCD;Graph Representation;Hash Map;Prime Factorization;combinatorics;data structures;math;strings
user11638,constructive algorithms;math,2,constructive algorithms;math;greedy;data structures;Hash Map,implementation
user11639,,0,Interval DP;graph matchings;Bitmask Enumeration;divide and conquer;dp,
user11642,,0,graphs;shortest paths;trees;data structures;dsu,
user11646,Hash Map;Line Intersection;Max Flow;Simulation;String Matching;geometry;graph matchings,7,geometry;graph matchings;Max Flow;Simulation;Line Intersection,Distance Between Points;Orientation Test;Priority Queue;data structures;graphs
user1165,2D DP;Backtracking;Binary Search on Answer;Fenwick Tree;binary search;shortest paths,6,Backtracking;2D DP;shortest paths;binary search;Fenwick Tree,1D DP;Binary Search on Array;Recursion;data structures;graphs;sortings
user11661,Binary Search on Array;Ordered Set;Stack;Two Pointers on Sorted Array;geometry,5,geometry;Binary Search on Array;Two Pointers on Sorted Array;Ordered Set;Stack,data structures;sortings
user11665,1D DP;2D DP;Hash Map;Interval DP;Prime Factorization;Prime Sieve;Two Pointers on Sorted Array;binary search;bitmasks;data structures;dp;geometry;number theory;sortings;two pointers,15,2D DP;geometry;Hash Map;1D DP;Prime Factorization,Recursion;brute force;math
user11673,2D DP;Binary Search on Answer;geometry;graph matchings,4,geometry;graph matchings;Binary Search on Answer;2D DP;Min Cut,1D DP;Binary Search on Array
user11684,Hash Map;Interval DP;Suffix Array;geometry,4,geometry;Interval DP;Suffix Array;Hash Map;Max Flow,2D DP;String Matching;data structures;sortings
user11685,1D DP;Bitmask Enumeration;Stack;bitmasks;data structures;dp;dsu;geometry,8,dp;1D DP;bitmasks;geometry;Bitmask Enumeration,Queue;Recursion;brute force;math
user11694,2D DP;BFS;Binary Search on Answer;Modular Arithmetic;Monotonic Stack;Segment Tree;Tree DP;binary search;brute force;data structures;dp;geometry;graphs;interactive;shortest paths;ternary search;trees;two pointers,18,Tree DP;data structures;trees;Monotonic Stack;geometry,1D DP;Binary Search on Array;GCD;Graph Representation;Recursion;Simulation;Stack;Tree DFS;implementation;math;sortings
