student_id,weak_kcs,n_weak,weakest_5,related_kcs
user11267,BFS;Connected Components;Convex Hull;Dijkstra;Distance Between Points;Graph Representation;Interval DP;Max Flow;Orientation Test;Priority Queue;flows;geometry;graph matchings;shortest paths,14,Max Flow;Orientation Test;geometry;Dijkstra;graph matchings,2D DP;DFS;Queue;Stack;graphs;math;sortings
user11268,flows;graph matchings,2,graph matchings;flows;Interval DP;dsu;shortest paths,graphs;shortest paths
user1128,2-sat;Binary Lifting;Bitmask DP;Connected Components;Dijkstra;Graph Representation;Max Flow;Priority Queue;brute force;fft;flows;graph matchings;graphs;hashing;probabilities;shortest paths;trees,17,flows;Max Flow;Bitmask DP;Binary Lifting;Dijkstra,1D DP;BFS;DFS;Hash Map;Queue;Sparse Table;Stack;Strongly Connected Components;Tree DFS;bitmasks;combinatorics;data structures;dp;implementation;math;strings
user11287,Dijkstra;Max Flow;Min Cut;flows;geometry;graph matchings;shortest paths,7,Min Cut;graph matchings;geometry;Dijkstra;Max Flow,Graph Representation;Priority Queue;graphs
user1129,DFS;Graph Representation;dsu;flows;geometry,5,geometry;flows;Graph Representation;DFS;dsu,Queue;Stack;graphs;shortest paths
user11301,dsu;flows,2,flows;dsu;Dijkstra;Tree DP;2D DP,Queue;Stack;graphs;shortest paths
user11305,Bipartite Graph Check;Bitmask DP;Bitmask Enumeration;Distance Between Points;Fast Exponentiation;Interval DP;Knapsack;Tree Diameter;bitmasks;divide and conquer;dp;geometry;graph matchings;graphs;hashing;string suffix structures;strings;trees,18,string suffix structures;hashing;trees;Fast Exponentiation;graphs,1D DP;2D DP;BFS;DFS;Hash Map;Recursion;Tree DFS;binary search;brute force;data structures;math;sortings
user11312,Sliding Window;geometry,2,geometry;Sliding Window;Orientation Test;Distance Between Points;graph matchings,sortings
user11313,Interval DP;geometry,2,geometry;Interval DP;Connected Components;Bitmask Enumeration;Stack,2D DP
user11319,Dijkstra;Interval DP;Knapsack;Max Flow;Orientation Test;Priority Queue;flows;geometry;graph matchings,9,Orientation Test;graph matchings;geometry;Max Flow;flows,2D DP;Distance Between Points;Graph Representation;Queue;Stack;graphs;shortest paths
user11338,Connected Components;Interval DP;dsu;flows;geometry;graph matchings,6,geometry;graph matchings;flows;Interval DP;Connected Components,2D DP;BFS;DFS;Queue;Stack;graphs;shortest paths
user1134,Tree DFS;flows;geometry,3,geometry;flows;Tree DFS;Priority Queue;shortest paths,DFS;graphs;shortest paths
user1136,,0,geometry;DFS;Interval DP;dsu;Fenwick Tree,
user11371,,0,Dijkstra;Connected Components;Sliding Window;Stack;two pointers,
user11382,BFS;Connected Components;DFS;Dijkstra;Distance Between Points;Interval DP;Priority Queue;divide and conquer;flows;geometry;graph matchings;graphs;shortest paths,13,Distance Between Points;geometry;Dijkstra;graph matchings;shortest paths,2D DP;Graph Representation;Queue;Stack;dp;math
user11397,DFS;Monotonic Stack;Priority Queue;geometry;graph matchings;shortest paths;ternary search,7,geometry;graph matchings;Priority Queue;shortest paths;Monotonic Stack,Binary Search on Answer;Graph Representation;Queue;Stack;graphs
user11411,Dijkstra;Multiset;Priority Queue;flows;geometry;hashing;shortest paths;string suffix structures;two pointers,9,geometry;two pointers;flows;Dijkstra;string suffix structures,Graph Representation;Hash Map;Queue;Stack;binary search;data structures;graphs;sortings;strings
user11418,Orientation Test;Priority Queue;divide and conquer;flows;geometry;graph matchings;shortest paths,7,graph matchings;geometry;Orientation Test;shortest paths;flows,Distance Between Points;Queue;Stack;dp;graphs
user11423,Bipartite Graph Check;Distance Between Points;Priority Queue;flows;geometry;graph matchings;graphs;shortest paths,8,graph matchings;Distance Between Points;geometry;flows;shortest paths,BFS;DFS;Queue;Stack;math
user11427,1D DP;Binary Search on Answer;Dijkstra;binary search;bitmasks;divide and conquer;dp;graphs;shortest paths;trees,10,divide and conquer;bitmasks;graphs;1D DP;binary search,Binary Search on Array;Graph Representation;Priority Queue;Recursion;brute force;data structures;math;sortings
user11446,binary search;data structures;sortings,3,sortings;binary search;data structures;two pointers;dsu,
user1145,Fenwick Tree;flows;geometry,3,geometry;Fenwick Tree;flows;Orientation Test;Distance Between Points,data structures;graphs;shortest paths;sortings
user11469,Bitmask DP;DP on DAG;Max Flow;Permutations;Topological Sort;binary search;divide and conquer;flows;graph matchings;graphs;hashing;string suffix structures;strings;two pointers,14,Max Flow;string suffix structures;graph matchings;flows;Topological Sort,1D DP;Connected Components;DFS;Hash Map;Priority Queue;bitmasks;data structures;dp;math;shortest paths;sortings
user11476,Distance Between Points;GCD;binary search;geometry;graphs;shortest paths,6,geometry;shortest paths;Distance Between Points;binary search;GCD,math;sortings
user11485,Bipartite Graph Check;Cycle Detection;Dijkstra;Distance Between Points;Graph Representation;Max Flow;String Matching;flows;geometry;graph matchings;hashing;shortest paths;string suffix structures,13,Distance Between Points;graph matchings;Max Flow;string suffix structures;geometry,BFS;DFS;Hash Map;Priority Queue;binary search;data structures;graphs;math;sortings;strings
user11488,Convex Hull;Dijkstra;Interval DP;String Matching;binary search;flows;geometry;graph matchings;hashing;shortest paths;string suffix structures;strings;two pointers,13,Convex Hull;string suffix structures;hashing;two pointers;strings,2D DP;Distance Between Points;Graph Representation;Hash Map;Orientation Test;Priority Queue;data structures;graphs;sortings
user1149,graph matchings;shortest paths,2,graph matchings;shortest paths;Hash Map;flows;interactive,graphs
user11507,Hash Map;Interval DP;Permutations;Prime Factorization;Prime Sieve;binary search;combinatorics,7,Hash Map;Permutations;combinatorics;Prime Sieve;Prime Factorization,2D DP;data structures;math;sortings
user11510,hashing;string suffix structures;strings,3,hashing;string suffix structures;strings;graph matchings;Dijkstra,Hash Map;binary search;data structures;sortings
user11523,2-sat;2D DP;Connected Components;DFS;Priority Queue;flows;geometry;graph matchings,8,graph matchings;geometry;Priority Queue;DFS;flows,1D DP;BFS;Graph Representation;Queue;Stack;Strongly Connected Components;graphs;shortest paths
user11526,binary search;data structures;two pointers,3,two pointers;data structures;binary search;Stack;Binary Search on Answer,sortings
user11534,,0,shortest paths;graphs;Stack;Binary Search on Array;hashing,
user11536,Binary Search on Array;Bipartite Graph Check;DFS;Multiset;Ordered Set;Segment Tree;binary search;fft;flows;geometry;graph matchings;two pointers,12,graph matchings;Binary Search on Array;geometry;Bipartite Graph Check;Multiset,BFS;Graph Representation;Hash Map;Recursion;data structures;dp;graphs;shortest paths;sortings
user11552,Binary Search on Answer;Ordered Set;Topological Sort;flows;geometry;graph matchings;graphs;shortest paths;two pointers,9,shortest paths;flows;Topological Sort;graph matchings;graphs,Binary Search on Array;Connected Components;DFS;data structures
user11574,2D DP;Binary Lifting;graphs;trees,4,trees;Binary Lifting;graphs;2D DP;graph matchings,1D DP;Sparse Table;Tree DFS;data structures
user11589,,0,Connected Components;DFS;Knapsack;dsu;graphs,
user11593,flows;geometry,2,geometry;flows;Shortest Path in DAG;Bitmask DP;Topological Sort,graphs;shortest paths
user11596,Dijkstra;Distance Between Points;Line Intersection;Prime Factorization;Prime Sieve;Priority Queue;Shortest Path in DAG;Tree DP;flows;geometry;graph matchings;shortest paths,12,Line Intersection;Distance Between Points;geometry;Shortest Path in DAG;Dijkstra,Graph Representation;Orientation Test;Queue;Stack;Topological Sort;Tree DFS;dp;graphs;math
user11598,DFS,1,DFS;dsu;Suffix Automaton;hashing;graphs,Graph Representation
user11601,Distance Between Points;flows;geometry;graph matchings;shortest paths,5,geometry;Distance Between Points;graph matchings;flows;shortest paths,graphs;math
user11628,Bipartite Graph Check;Connected Components;DFS;Distance Between Points;Divisors;Topological Sort;flows;geometry;graph matchings;graphs;probabilities;shortest paths;trees;two pointers,14,geometry;Distance Between Points;graph matchings;shortest paths;flows,BFS;GCD;Graph Representation;Prime Factorization;combinatorics;data structures;math
user11638,,0,greedy;math;constructive algorithms;data structures;sortings,
user11639,,0,dsu;Interval DP;graph matchings;graphs;divide and conquer,
user11642,,0,graphs;shortest paths;data structures;trees;Binary Search on Answer,
user11646,DFS;Dijkstra;Line Intersection;Max Flow;Priority Queue;Simulation;Tree DFS;flows;geometry;graph matchings;shortest paths,11,Line Intersection;Max Flow;graph matchings;Dijkstra;flows,Distance Between Points;Graph Representation;Orientation Test;Queue;Stack;data structures;graphs
user1165,2D DP;Backtracking;Interval DP;flows;geometry;shortest paths,6,geometry;flows;Backtracking;shortest paths;2D DP,1D DP;Recursion;graphs
user11661,Binary Search on Array;DFS;Ordered Set;Two Pointers on Sorted Array;geometry,5,geometry;Binary Search on Array;Two Pointers on Sorted Array;Ordered Set;DFS,Graph Representation;data structures;sortings
user11665,1D DP;2D DP;Hash Map;Interval DP;Prime Factorization;Prime Sieve;Two Pointers on Sorted Array;binary search;bitmasks;data structures;dp;geometry;number theory;sortings;two pointers,15,Hash Map;1D DP;two pointers;bitmasks;2D DP,Recursion;brute force;math
user11673,Binary Search on Answer;DFS;Distance Between Points;Interval DP;Queue;flows;geometry;graph matchings,8,geometry;graph matchings;Binary Search on Answer;Distance Between Points;flows,2D DP;Binary Search on Array;Graph Representation;Stack;graphs;math;shortest paths
user11684,Interval DP;flows;graph matchings,3,flows;graph matchings;Interval DP;Max Flow;Dijkstra,2D DP;graphs;shortest paths
user11685,Bitmask Enumeration;Two Pointers on Sorted Array;bitmasks;dp;geometry,5,geometry;bitmasks;Bitmask Enumeration;dp;Two Pointers on Sorted Array,Recursion;brute force;data structures;math;sortings
user11694,Distance Between Points;Monotonic Stack;Tree DP;Two Pointers on Sorted Array;binary search;data structures;dp;flows;geometry;graphs;shortest paths;trees;two pointers,13,Distance Between Points;Tree DP;data structures;geometry;trees,Recursion;Stack;Tree DFS;brute force;math;sortings
user11703,Tree DP;combinatorics,2,Tree DP;combinatorics;binary search;data structures;Custom Comparator Sorting,Tree DFS;dp;math
user11706,Bipartite Graph Check;Max Flow;Polygon Area;flows;geometry;graphs;shortest paths,7,Polygon Area;geometry;flows;Max Flow;graphs,BFS;DFS;Distance Between Points;Priority Queue
user11716,Dijkstra;Priority Queue;Sliding Window;Tree DP;flows;geometry;shortest paths;two pointers,8,shortest paths;geometry;Dijkstra;Sliding Window;flows,Graph Representation;Queue;Stack;Tree DFS;data structures;dp;graphs;sortings
user11717,2D DP;divide and conquer;geometry;two pointers,4,geometry;divide and conquer;2D DP;two pointers;DFS,1D DP;data structures;dp;graphs
user1172,BFS;Graph Representation;graphs;shortest paths,4,shortest paths;BFS;Graph Representation;graphs;Connected Components,
user11721,Dijkstra;Distance Between Points;Hash Map;Interval DP;Line Intersection;Max Flow;Priority Queue;Topological Sort;flows;geometry;graph matchings;graphs;shortest paths,13,Line Intersection;geometry;Dijkstra;shortest paths;Distance Between Points,2D DP;Connected Components;DFS;Graph Representation;Orientation Test;Queue;Stack;data structures;math
user11731,Bitmask Enumeration;Priority Queue;geometry;two pointers,4,two pointers;Priority Queue;Bitmask Enumeration;geometry;Distance Between Points,Queue;Stack;data structures;math
user11732,Bipartite Graph Check;Connected Components;DFS;Dijkstra;Distance Between Points;Hash Map;dsu;geometry;hashing;shortest paths,10,Distance Between Points;geometry;Dijkstra;Hash Map;dsu,BFS;Graph Representation;Priority Queue;Queue;Stack;data structures;graphs;math;strings
user11735,Binary Lifting;Distance Between Points;Suffix Array;flows;geometry;shortest paths;ternary search,7,geometry;Distance Between Points;flows;shortest paths;Suffix Array,Binary Search on Answer;Sparse Table;String Matching;Tree DFS;graphs;math;sortings
user11737,DFS;geometry;shortest paths,3,geometry;DFS;shortest paths;Polygon Area;Distance Between Points,Graph Representation;graphs
user11745,Bitmask Enumeration;Distance Between Points;games;geometry;shortest paths,5,Bitmask Enumeration;Distance Between Points;geometry;shortest paths;games,combinatorics;graphs;math
user11750,Binary Lifting;Knapsack;Tree DP;brute force;data structures;divide and conquer;dp;hashing;string suffix structures;trees,10,Tree DP;Knapsack;brute force;trees;string suffix structures,2D DP;Hash Map;Recursion;Sparse Table;Tree DFS;binary search;graphs;implementation;math;sortings;strings
user11761,2D DP;Bipartite Graph Check;Cycle Detection;DFS;DP on DAG;Dijkstra;Graph Representation;Max Flow;Orientation Test;Priority Queue;flows;geometry;graph matchings;shortest paths,14,Orientation Test;geometry;graph matchings;Bipartite Graph Check;flows,1D DP;BFS;Distance Between Points;Queue;Stack;Topological Sort;dp;graphs
user11764,two pointers,1,two pointers;geometry;binary search;dp;Shortest Path in DAG,data structures
user11766,Brute Force Enumeration;Custom Comparator Sorting;Max Flow;Mo's Algorithm;Tree DFS;Tree DP;data structures;divide and conquer;flows;geometry;graphs;sortings;trees,13,geometry;divide and conquer;Tree DP;sortings;trees,DFS;Priority Queue;Sliding Window;Sqrt Decomposition;dp;shortest paths
user11771,Connected Components;DFS;Graph Representation;Hash Map;Max Flow;Tree DFS;divide and conquer;flows;geometry;interactive;trees,11,Hash Map;Tree DFS;trees;divide and conquer;Max Flow,BFS;Priority Queue;Simulation;data structures;dp;graphs;shortest paths
user1181,DP on DAG;Dijkstra;LCM;Shortest Path in DAG;Topological Sort;flows;geometry;shortest paths,8,geometry;Shortest Path in DAG;Dijkstra;flows;Topological Sort,Connected Components;DFS;GCD;Graph Representation;Priority Queue;dp;graphs
user11869,Tree DP;flows;geometry,3,geometry;flows;Tree DP;Max Flow;Dijkstra,Tree DFS;dp;graphs;shortest paths
user11875,Simulation;implementation;strings,3,strings;implementation;Simulation;Topological Sort;brute force,data structures
user11885,Binary Lifting;Binary Search on Answer;Distance Between Points;Fast Exponentiation;binary search;geometry;matrices,7,geometry;Fast Exponentiation;Binary Lifting;binary search;Binary Search on Answer,1D DP;Binary Search on Array;Modular Arithmetic;Sparse Table;Tree DFS;math;sortings
