problem_idx,problem_id,b_i,rating,kc_names
400,1593-C,-2.55555556,1000,binary search;greedy;Binary Search on Array;Greedy Sorting
401,1704-E,0.11111111,2200,brute force;constructive algorithms;dp;graphs;implementation;math
402,1714-D,-1.22222222,1600,brute force;data structures;dp;greedy;strings
403,1714-E,-1.66666667,1400,brute force;math;number theory;Modular Arithmetic
404,1714-G,-1.00000000,1700,binary search;data structures;graphs;trees;Binary Search on Answer;Tree DFS
405,1721-A,-3.00000000,800,greedy;implementation
406,1721-B,-2.55555556,1000,implementation
407,1721-C,-1.66666667,1400,binary search;greedy;two pointers;Two Pointers on Sorted Array
408,1721-D,-0.77777778,1800,bitmasks;divide and conquer;graphs;greedy;sortings
409,1721-E,0.11111111,2200,dp;graphs;hashing;string suffix structures;strings;trees
410,1739-A,-3.00000000,800,implementation;Simulation
411,1739-B,-2.33333333,1100,constructive algorithms;greedy;math;Simulation
412,1739-C,-1.44444444,1500,combinatorics;constructive algorithms;dp;games;1D DP;Combinations
413,1739-D,-0.55555556,1900,binary search;data structures;graphs;greedy;trees
414,1739-E,0.55555556,2400,bitmasks;dp
415,1738-A,-3.00000000,800,greedy;implementation;sortings;Greedy Sorting
416,1738-B,-2.11111111,1200,constructive algorithms;greedy;math;sortings;Prefix Sum
417,1738-C,-1.44444444,1500,dp;games;greedy;math;Modular Arithmetic
418,1738-D,-0.55555556,1900,constructive algorithms;data structures;dsu;graphs;trees
419,1738-F,0.55555556,2400,constructive algorithms;dsu;graphs;greedy;interactive;shortest paths;trees
420,1738-E,0.33333333,2300,combinatorics;dp;math;two pointers;Combinations;Modular Combinations
421,1743-D,-1.00000000,1700,brute force;dp;greedy;probabilities;Expected Value
422,1016-E,0.55555556,2400,binary search;geometry;Binary Search on Array
423,1734-D,-0.77777778,1800,data structures;dp;greedy;two pointers
424,1767-A,-3.00000000,800,implementation
425,1767-B,-3.00000000,800,data structures;greedy;sortings;Custom Comparator Sorting;Greedy Sorting
426,1767-C,-0.11111111,2100,data structures;dp;2D DP
427,295-E,0.77777778,2500,data structures;Fenwick Tree
428,271-D,-0.77777778,1800,data structures;strings;Trie
429,710-F,0.55555556,2400,brute force;data structures;hashing;interactive;string suffix structures;strings;Trie
430,1207-G,1.22222222,2700,data structures;graphs;hashing;string suffix structures;strings;trees;Suffix Automaton
431,1796-A,-3.00000000,800,brute force;implementation;strings;Simulation;String Matching
432,1796-C,-1.22222222,1600,binary search;math;Divisors;Fast Exponentiation
433,1796-D,-0.33333333,2000,data structures;dp;greedy;two pointers;DP on DAG
434,1804-A,-3.00000000,800,greedy;math
435,1804-B,-2.55555556,1000,greedy;implementation;Simulation
436,1804-C,-1.44444444,1500,brute force;greedy;math;number theory;Modular Arithmetic
437,1804-D,-0.33333333,2000,brute force;dp;greedy;implementation;Simulation
438,1804-E,0.55555556,2400,bitmasks;brute force;dp;graphs
439,1804-F,1.22222222,2700,binary search;divide and conquer;graphs;shortest paths;BFS;Binary Search on Answer
440,1801-C,-0.55555556,1900,binary search;data structures;dp;greedy;sortings
441,1801-D,-0.11111111,2100,binary search;data structures;dp;graphs;greedy;shortest paths;sortings
442,1776-A,-3.00000000,800,greedy;Interval Scheduling
443,1776-H,-1.88888889,1300,two pointers
444,1776-F,-1.00000000,1700,constructive algorithms;graphs;greedy;Connected Components
445,1776-L,-1.44444444,1500,binary search;math
446,1776-G,-0.11111111,2100,combinatorics;constructive algorithms;math;strings;Prefix Sum
447,1776-B,0.11111111,2200,dp;geometry;Interval DP
448,1776-C,0.77777778,2500,games;greedy;interactive;sortings
449,1776-I,0.77777778,2500,games;geometry;greedy;interactive;Polygon Area
450,1776-J,0.77777778,2500,graphs;shortest paths;BFS
451,1406-C,-1.00000000,1700,constructive algorithms;graphs;trees;Tree DFS;Tree DP
452,1814-B,-1.00000000,1700,brute force;math
453,1725-A,-3.00000000,800,math
454,1725-B,-2.55555556,1000,binary search;greedy;sortings;Binary Search on Answer;Two Pointers on Sorted Array
455,1725-C,-0.33333333,2000,binary search;combinatorics;geometry;math;two pointers
456,1725-G,-1.44444444,1500,binary search;geometry;math;Binary Search on Answer
457,1725-H,-0.77777778,1800,constructive algorithms;math;Simulation
458,1725-F,-0.11111111,2100,bitmasks;data structures;sortings;Bitmask Enumeration;Difference Array
459,1725-K,0.77777778,2500,data structures;dsu
460,1815-A,-1.88888889,1300,greedy;math
461,1815-B,-0.33333333,2000,brute force;constructive algorithms;graphs;implementation;interactive;shortest paths;trees
462,1815-C,0.11111111,2200,constructive algorithms;graphs;greedy;BFS
463,1815-D,1.00000000,2600,bitmasks;combinatorics;dp;math
464,1819-A,-1.88888889,1300,brute force;greedy
465,1819-B,-0.55555556,1900,geometry;greedy;implementation;sortings;two pointers
466,1819-C,0.55555556,2400,constructive algorithms;dp;implementation;math;trees
467,1829-E,-2.33333333,1100,dsu;graphs;implementation;Connected Components;DFS
468,1829-H,-1.00000000,1700,bitmasks;combinatorics;dp;math;Bitmask DP
469,1824-A,-1.66666667,1400,greedy;implementation;Greedy Sorting;Simulation
470,1824-B1,-0.77777778,1800,combinatorics;math;probabilities;trees;Combinations;Expected Value;Tree DFS
471,1824-C,0.77777778,2500,data structures;dp;dsu;graphs;greedy;trees
472,1824-B2,0.33333333,2300,combinatorics;graphs;math;probabilities;trees
473,932-A,-3.00000000,800,constructive algorithms
474,932-F,1.22222222,2700,data structures;dp;geometry
475,932-E,0.55555556,2400,combinatorics;dp;math;1D DP;Modular Combinations
476,932-D,0.11111111,2200,binary search;dp;trees;1D DP;Binary Lifting
477,166-B,-0.11111111,2100,geometry;sortings;Custom Comparator Sorting;Distance Between Points
478,1830-B,-0.33333333,2000,brute force;math
479,1830-C,0.55555556,2400,combinatorics;greedy;hashing;math;number theory;sortings
480,1830-D,1.44444444,2800,brute force;dp;trees;Tree DFS;Tree DP
481,1838-A,-3.00000000,800,constructive algorithms;math
482,1838-B,-2.33333333,1100,constructive algorithms;math
483,1838-E,0.77777778,2500,combinatorics;dp;math;Fast Exponentiation;Modular Combinations
484,1835-A,-1.00000000,1700,brute force;implementation;math;Brute Force Enumeration
485,1835-B,0.77777778,2500,binary search;brute force;greedy;math;two pointers
486,1835-C,1.00000000,2600,bitmasks;brute force;constructive algorithms;math;probabilities
487,1839-A,-3.00000000,800,greedy;implementation;math
488,1839-C,-1.88888889,1300,constructive algorithms;Simulation
489,1839-B,-2.33333333,1100,greedy;sortings;Custom Comparator Sorting;Greedy Sorting
490,1839-D,-0.11111111,2100,data structures;dp;sortings;2D DP;Longest Increasing Subsequence
491,1842-A,-3.00000000,800,games;math
492,1842-D,-0.55555556,1900,constructive algorithms;graphs;greedy;Graph Representation;Simulation
493,1842-E,0.33333333,2300,data structures;dp;geometry;greedy;math
494,1842-F,0.77777778,2500,graphs;greedy;shortest paths;sortings;trees
495,633-F,1.00000000,2600,dp;graphs;trees
496,1674-E,-0.33333333,2000,binary search;brute force;constructive algorithms;greedy;math;Binary Search on Array;Brute Force Enumeration
497,1623-E,0.77777778,2500,data structures;graphs;greedy;strings;trees;Greedy Sorting
498,1437-G,1.00000000,2600,data structures;string suffix structures;strings;trees;Segment Tree;Trie
499,1700-E,1.00000000,2600,brute force;constructive algorithms;Brute Force Enumeration;Simulation
500,1301-C,-1.00000000,1700,binary search;combinatorics;greedy;math;strings;Greedy Sorting
501,1444-B,-0.55555556,1900,combinatorics;math;sortings;Custom Comparator Sorting;Modular Combinations
502,1852-A,-0.77777778,1800,binary search;math;number theory;Binary Search on Answer
503,1852-B,-0.77777778,1800,constructive algorithms;graphs;greedy;math;sortings;two pointers
504,1852-C,0.55555556,2400,data structures;dp;greedy;math;Difference Array
505,1852-D,1.44444444,2800,constructive algorithms;dp;greedy
506,1857-G,-0.33333333,2000,combinatorics;divide and conquer;dsu;graphs;greedy;sortings;trees
507,1797-A,-3.00000000,800,constructive algorithms;flows;graphs;greedy;implementation
508,1797-D,-0.55555556,1900,brute force;data structures;dp;graphs;implementation;trees
509,1863-A,-3.00000000,800,greedy;implementation;Simulation
510,1863-B,-2.33333333,1100,greedy;math;sortings;Greedy Sorting
511,1863-E,-0.11111111,2100,brute force;dp;graphs;greedy;math;sortings;two pointers
512,1863-F,1.00000000,2600,bitmasks;dp;math;Interval DP
513,1876-A,-2.55555556,1000,greedy;sortings;Custom Comparator Sorting
514,1876-B,-1.44444444,1500,combinatorics;number theory;sortings
515,1876-C,-0.11111111,2100,constructive algorithms;graphs;greedy;sortings
516,1876-D,0.77777778,2500,combinatorics;dsu;graphs;two pointers
517,269-A,-1.22222222,1600,greedy;math
518,1227-E,0.11111111,2200,binary search;graphs;shortest paths;BFS
519,1129-C,0.55555556,2400,binary search;data structures;dp;hashing;sortings;string suffix structures;strings;Suffix Array
520,1887-B,-0.55555556,1900,binary search;graphs;shortest paths;Binary Search on Array;Dijkstra
521,1887-C,0.55555556,2400,binary search;brute force;constructive algorithms;data structures;greedy;hashing;two pointers
522,1906-A,-2.55555556,1000,brute force
523,1906-M,-1.00000000,1700,greedy;math
524,1906-E,-0.55555556,1900,constructive algorithms;dp;Knapsack
525,1906-F,-0.11111111,2100,data structures;sortings;Coordinate Compression;Segment Tree
526,1906-J,-0.11111111,2100,combinatorics;dp;1D DP;Combinations
527,1906-H,0.11111111,2200,combinatorics;dp;2D DP;Permutations
528,1902-E,-0.55555556,1900,data structures;strings;trees;Trie
529,762-D,0.33333333,2300,dp;greedy;implementation;1D DP
530,1109-D,0.55555556,2400,brute force;combinatorics;dp;math;trees;Modular Combinations
531,724-C,-0.77777778,1800,greedy;hashing;implementation;math;number theory;sortings;GCD;Simulation
532,353-E,0.11111111,2200,dp;graph matchings;greedy;1D DP
533,981-D,-0.55555556,1900,bitmasks;dp;greedy;Bitmask DP
534,1016-G,1.22222222,2700,bitmasks;math;number theory;Bitmask Enumeration;Submask Enumeration
535,1091-B,-2.11111111,1200,brute force;constructive algorithms;greedy;implementation
536,998-B,-2.11111111,1200,dp;greedy;sortings;Greedy Sorting
537,495-B,-1.22222222,1600,math;number theory;Divisors
538,689-A,-1.66666667,1400,brute force;constructive algorithms;implementation;Brute Force Enumeration
539,1156-C,-0.33333333,2000,binary search;greedy;sortings;ternary search;two pointers;Two Pointers on Sorted Array
540,413-C,-1.66666667,1400,greedy;math
541,1299-B,-0.77777778,1800,geometry;Orientation Test
542,1270-B,-2.11111111,1200,constructive algorithms;greedy;math;Simulation
543,508-C,-1.22222222,1600,constructive algorithms;greedy
544,182-B,-2.55555556,1000,implementation;Simulation
545,450-B,-1.88888889,1300,implementation;math
546,501-C,-1.44444444,1500,constructive algorithms;data structures;greedy;sortings;trees;Topological Sort
547,363-C,-1.66666667,1400,greedy;implementation
548,1535-D,-0.77777778,1800,data structures;dp;graphs;implementation;trees
549,74-B,-1.44444444,1500,dp;games;greedy;1D DP
550,660-D,-0.55555556,1900,geometry
551,1705-E,0.33333333,2300,binary search;bitmasks;brute force;combinatorics;data structures;greedy
552,846-F,-0.77777778,1800,data structures;math;probabilities;two pointers;Expected Value;Prefix Sum
553,413-D,-0.33333333,2000,bitmasks;dp;Bitmask DP
554,1143-B,-2.11111111,1200,brute force;math;number theory;Prime Factorization
555,593-B,-1.22222222,1600,geometry;sortings
556,685-A,-1.00000000,1700,brute force;combinatorics;dp;math;Brute Force Enumeration
557,461-A,-2.11111111,1200,greedy;sortings;Greedy Sorting
558,650-C,0.11111111,2200,dp;dsu;graphs;greedy;Topological Sort
559,1525-E,-0.11111111,2100,combinatorics;dp;math;probabilities;two pointers;Distance Between Points;Two Pointers on Sorted Array
560,1271-D,-0.11111111,2100,data structures;dp;greedy;implementation;sortings;Greedy Sorting
561,818-A,-3.00000000,800,implementation;math
562,808-A,-2.77777778,900,implementation
563,814-A,-2.77777778,900,constructive algorithms;greedy;implementation;sortings;Greedy Sorting
564,980-A,-2.77777778,900,implementation;math;Modular Arithmetic
565,729-A,-2.77777778,900,implementation;strings;String Matching
566,766-D,-0.33333333,2000,data structures;dp;dsu;graphs
567,1679-E,0.55555556,2400,bitmasks;combinatorics;dp;strings;Bitmask Enumeration;Permutations
568,700-A,-0.55555556,1900,binary search;math;Binary Search on Answer
569,1923-C,-1.66666667,1400,constructive algorithms;greedy;Prefix Sum
570,1923-D,-0.77777778,1800,binary search;constructive algorithms;data structures;greedy;two pointers
571,1923-E,-0.33333333,2000,data structures;dp;dsu;graphs;trees
572,1923-F,1.44444444,2800,binary search;brute force;greedy;hashing;implementation;string suffix structures;strings
573,1923-A,-3.00000000,800,greedy;implementation
574,1933-G,0.33333333,2300,bitmasks;brute force;combinatorics;constructive algorithms;graphs;math
575,1933-F,-0.11111111,2100,dp;graphs;shortest paths;BFS
576,1933-E,-1.44444444,1500,binary search;implementation;math;ternary search;Binary Search on Array;Prefix Sum
577,1933-C,-2.33333333,1100,brute force;implementation;math;number theory;Brute Force Enumeration
578,1933-B,-3.00000000,800,implementation;math;number theory;Modular Arithmetic
579,1933-A,-3.00000000,800,greedy;math;sortings
580,916-E,0.55555556,2400,data structures;trees;Lowest Common Ancestor;Segment Tree
581,1893-C,-0.33333333,2000,brute force;greedy;implementation;Brute Force Enumeration
582,965-E,0.11111111,2200,data structures;dp;greedy;strings;trees;Tree DP;Trie
583,1936-A,-1.00000000,1700,bitmasks;constructive algorithms;greedy;interactive;math
584,1936-B,-0.33333333,2000,binary search;data structures;implementation;math;two pointers
585,1936-C,0.55555556,2400,data structures;graphs;greedy;implementation;shortest paths;sortings
586,711-D,-0.55555556,1900,combinatorics;graphs;math;Cycle Detection;Modular Arithmetic
587,1632-D,-0.33333333,2000,binary search;data structures;greedy;math;number theory;two pointers;Binary Search on Array;Greedy Sorting
588,955-D,1.00000000,2600,brute force;strings;Brute Force Enumeration;Z Algorithm
589,1949-J,1.00000000,2600,graphs;implementation;trees;two pointers;BFS;Tree DFS
590,985-E,-0.11111111,2100,binary search;data structures;dp;greedy;two pointers
591,819-A,0.11111111,2200,games;greedy;Greedy Sorting;Simulation
592,1061-D,-0.33333333,2000,data structures;greedy;implementation;sortings;Priority Queue
593,1684-F,1.00000000,2600,data structures;two pointers;Sliding Window;Stack
594,913-E,0.55555556,2400,bitmasks;dp;shortest paths;Bitmask DP;Dijkstra
595,796-D,-0.11111111,2100,constructive algorithms;dp;graphs;shortest paths;trees;BFS
596,772-A,-0.77777778,1800,binary search;math;Binary Search on Answer
597,1254-B2,-0.11111111,2100,constructive algorithms;greedy;math;number theory;ternary search;two pointers;Prefix Sum
598,1981-E,1.00000000,2600,data structures;dsu;graphs;greedy;Greedy Sorting;Ordered Set
599,1907-G,0.11111111,2200,brute force;constructive algorithms;graphs;greedy;implementation
600,1288-D,-0.33333333,2000,binary search;bitmasks;dp;Bitmask DP
601,603-B,-0.77777778,1800,combinatorics;dsu;graphs;math;number theory
602,633-E,0.55555556,2400,binary search;constructive algorithms;data structures;probabilities;two pointers
603,1535-E,0.11111111,2200,binary search;data structures;dp;greedy;interactive;trees;Tree DFS
604,815-C,0.55555556,2400,brute force;dp;trees;Knapsack;Tree DP
605,1648-B,-0.77777778,1800,brute force;constructive algorithms;data structures;math;Brute Force Enumeration;Modular Arithmetic
606,818-G,1.00000000,2600,flows;graphs;Max Flow
607,675-C,-0.11111111,2100,constructive algorithms;data structures;greedy;sortings;Greedy Sorting;Prefix Sum
608,1037-E,0.11111111,2200,graphs
609,1846-F,-0.77777778,1800,constructive algorithms;implementation;interactive;Simulation;State Simulation
610,1237-E,0.55555556,2400,dp;math;1D DP
611,940-E,-0.33333333,2000,data structures;dp;greedy;math;1D DP;Greedy Sorting
612,1985-E,-2.11111111,1200,brute force;combinatorics;math
613,626-D,-0.77777778,1800,brute force;combinatorics;dp;probabilities;Combinations;Conditional Probability
614,1500-C,1.00000000,2600,bitmasks;brute force;constructive algorithms;greedy;two pointers;Bitmask Enumeration;Simulation
